review_id,bank,app_name,pkg,score,content,content_clean,at,review_created_version,reply_content,replied_at,thumbs_up_count,source,scrape_run_id
485fe2be-e4bb-42c2-8475-73b76354db67,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"The app doesn't have more option. I expected more and convinient features than other local banks mobile app however i found it poor. Pls add option where clients can check statment back dated, ....etc u need to advace the security like disabling screen shots from mobile device. I recommend you to bench mark Wells Fargo app.","The app doesn't have more option. I expected more and convinient features than other local banks mobile app however i found it poor. Pls add option where clients can check statment back dated, ....etc u need to advace the security like disabling screen shots from mobile device. I recommend you to bench mark Wells Fargo app.",2021-09-14T16:39:43,4.3,,,37,google_play,2025-11-30T16:15:08.107712
6ea78d33-ffec-4a27-ad7a-17718a383198,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,"Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.","Although it is a great, quick, and simple tool to use for a variety of financial transaction purposes, an upgrade of biometrics and a six-digit pin code option should be introduced for increased security. More importantly, it would be great if it could provide an online cash receipt voucher for printout.",2023-08-01T14:44:12,,,,13,google_play,2025-11-30T16:15:08.107712
091524f0-4a82-4caf-992a-e6a8ad14164a,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,2,I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,I have been using the previous version of this app. My android version is 6.0 but unfortunately this new update support android 7.0 or higher. I don't know why you choose to do that. Most famous app here in google play are still support devices starting from version 4.0. considering most of the users to be from Ethiopia I don't think you will target almost all of the customers with the current lowest version support. Please address this issues we are facing.,2020-09-11T15:26:04,1.0,,,19,google_play,2025-11-30T16:15:08.107712
24550474-adc1-4385-8743-0fe8f1864540,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.","Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",2025-03-21T20:23:26,5.1.0,,,62,google_play,2025-11-30T16:15:08.107712
a8dbb10b-e66b-4365-b722-17cec134c7c8,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,3,"CBE, please fix this app or you'll be left behind. Considering this was one of the first banking apps in Ethiopia, most bugs should have been fixed by now. But bugs still abound. It worked from outside Ethiopia but not for long. I haven't been able to use it (from outside Ethiopia) for the past 4 weeks. No updates visible. Nothing against the country that I dearly love. But this app is the one-eyed version as far as banking apps go. You know... a one-eyed man is a king...","CBE, please fix this app or you'll be left behind. Considering this was one of the first banking apps in Ethiopia, most bugs should have been fixed by now. But bugs still abound. It worked from outside Ethiopia but not for long. I haven't been able to use it (from outside Ethiopia) for the past 4 weeks. No updates visible. Nothing against the country that I dearly love. But this app is the one-eyed version as far as banking apps go. You know... a one-eyed man is a king...",2021-06-28T15:55:52,4.3,,,148,google_play,2025-11-30T16:15:08.107712
f4a2e962-0c5a-4e88-95ea-a0520fed1a5c,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,2,"I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.","I used it for the past 2 years. I live outside of Ethiopia, so it was very convenient to deposit or transfer money to and from my account. However, recently i kept getting ""None available"" message and not even able to see my balance or pull out people previous account information. So i uninstall and installed it, now it is asking me a key code whice you normally get it from ur bank. As i said,I live outside of Ethio, so unable to use this app anymore.",2023-12-03T18:28:28,5.0.2,,,940,google_play,2025-11-30T16:15:08.107712
12218bd1-3921-45fe-8ecf-05ac7d7cb4a3,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,5,I appreciated by this app. But it can't send money to inactive account and pending authorization account. Please develop more. I have long experience( more than 3 years) with former version and ussd *889#. This latter version is better than both. Keep it up!thank you. is there any payment for using cbe mobile bank? Please explain,I appreciated by this app. But it can't send money to inactive account and pending authorization account. Please develop more. I have long experience( more than 3 years) with former version and ussd *889#. This latter version is better than both. Keep it up!thank you. is there any payment for using cbe mobile bank? Please explain,2020-12-06T15:50:10,4.2,With every new app version we are introducing new features and improving existing ones. We are sure that your feedback will only help us improve further.,2020-10-28T18:46:46,193,google_play,2025-11-30T16:15:08.107712
2f2c87df-7501-425d-8e68-bc05216cd340,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".","The app was updated 7 days ago. Since then it doesn't show the balance and seems like it is trying to update but the update never show a result even if after the green indicator shows sync finished and all the links for the different transaction say ""none available"".",2023-04-03T18:27:45,4.4.0,,,77,google_play,2025-11-30T16:15:08.107712
ceca6531-d52e-4f24-b61a-1f804b5897b2,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,3,"From the UX perspective it can be better, it's old and it's not obvious where you can find some things","From the UX perspective it can be better, it's old and it's not obvious where you can find some things",2025-09-22T14:21:18,5.2.1,,,34,google_play,2025-11-30T16:15:08.107712
df6a85c2-2e6a-4509-aced-e0b11f4c9590,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.","The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",2025-01-01T12:06:39,,,,33,google_play,2025-11-30T16:15:08.107712
372f2c5a-61f8-493e-906a-44a47462272f,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,2,"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?","Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2025-02-08T20:15:57,5.0.9,,,19,google_play,2025-11-30T16:15:08.107712
f4536334-6f9f-4766-b44b-e12bfb665da1,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,Sometimes I make transactions twice because of repository failed issue Its annoying The app gets too busy it may also be closed when the recent option is clicked. After making a transaction there is a download option but it says can't save the image. Other than this issues the app is user friendly,Sometimes I make transactions twice because of repository failed issue Its annoying The app gets too busy it may also be closed when the recent option is clicked. After making a transaction there is a download option but it says can't save the image. Other than this issues the app is user friendly,2022-12-29T14:43:33,,,,21,google_play,2025-11-30T16:15:08.107712
88e7f4bf-cc48-49f3-80f4-6e2901894772,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,4,"The app is great and easy to use. My issue is that, it some times show error message indicating failed transfer transaction, but when I check my balance later it actually made the transaction. This incident happened to me twice.","The app is great and easy to use. My issue is that, it some times show error message indicating failed transfer transaction, but when I check my balance later it actually made the transaction. This incident happened to me twice.",2022-12-16T11:59:18,4.3.2,,,72,google_play,2025-11-30T16:15:08.107712
ee4d489f-04f2-428c-80bf-e795c79582fe,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.","After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",2025-11-03T08:43:33,,,,1,google_play,2025-11-30T16:15:08.107712
9e6b8e08-8acf-4e1f-a179-a5a703ff2ebc,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,2,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.","The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2025-05-25T09:54:25,5.1.0,,,114,google_play,2025-11-30T16:15:08.107712
0da46255-e83e-4566-8605-add4af1cdf45,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,"Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.","Won't update my account balance, severely out of sync. When I checked at the ATM it was a completely different number. General cbe problem, but the transactions take 10 days to post from a POS transaction. Makes t extremely difficult to use.",2023-12-14T06:29:14,5.0.2,,,557,google_play,2025-11-30T16:15:08.107712
d16d1ed4-9b1c-4faa-9695-cba2aa6064a3,CBE,Commercial Bank of Ethiopia Mobile,com.combanketh.mobilebanking,1,Commission paid 5 birr that alot even if I didn't do any transactions they still cut 5 birr soon I will run out money because of this o regret using this. I'm student I don't make money they have to consider what they doing not just that after first time using it they will take/cut 50 birr for fee that unreasonable. DONT USE THIS APP !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I HAVE SCREENSHOT FOR EVIDENCE DONT REPLY ME THIS IS accusations,Commission paid 5 birr that alot even if I didn't do any transactions they still cut 5 birr soon I will run out money because of this o regret using this. I'm student I don't make money they have to consider what they doing not just that after first time using it they will take/cut 50 birr for fee that unreasonable. DONT USE THIS APP !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I HAVE SCREENSHOT FOR EVIDENCE DONT REPLY ME THIS IS accusations,2023-12-03T19:46:51,5.0.2,,,16,google_play,2025-11-30T16:15:08.107712
