review_id,bank,app_name,pkg,score,content,content_clean,at,review_created_version,reply_content,replied_at,thumbs_up_count,source,scrape_run_id
5cf2f96d-65d1-4c59-bc53-9ba932c4c57b,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,4,"The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.","The UI is impressive, but adding an ATM withdrawal feature for cardless cash access would enhance functionality. This may require updates to the ATM system as well. Please consider this, dev team.",2025-10-22T14:47:51,1.7.4,,,4,google_play,2025-11-30T16:15:08.107712
264384ce-c57e-4c4b-ad15-434015cb7f49,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,3,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,The app stops working whenever there is an update unless you update the app. But it is better if it kept working on and updating should be optional.,2025-09-26T15:11:16,1.6.0,,,20,google_play,2025-11-30T16:15:08.107712
74f35e55-6ee7-4d01-bc8a-e5b3c92a6b70,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!","Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",2025-10-27T10:40:59,1.7.4,,,183,google_play,2025-11-30T16:15:08.107712
bab597bd-52e5-42da-aa02-97cd368d8c0e,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it","not a great app compared to the others ,It freezes randomly ,Takes a lot to load ,and a lot of errors while sending money ,I stopped using it",2025-09-07T14:42:37,1.5.9,,,280,google_play,2025-11-30T16:15:08.107712
3ece3a7c-9557-45ae-8053-2bf5568f2861,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.","Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",2025-11-13T13:33:36,1.8.1,,,3,google_play,2025-11-30T16:15:08.107712
59498129-d37f-4693-a7e7-834300661621,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.","I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",2025-11-01T10:55:50,1.8.0,,,93,google_play,2025-11-30T16:15:08.107712
dabda953-ac0a-476a-8791-c6a66deebc20,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,2,"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working","it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2025-11-18T11:26:04,1.8.1,,,1,google_play,2025-11-30T16:15:08.107712
51268efb-62a7-4121-9fc7-d0b377a32aab,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,2025-11-18T13:03:30,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
163201b7-323d-4462-850b-c8453dfcb4cf,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.","Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",2025-10-29T11:12:01,1.7.4,,,23,google_play,2025-11-30T16:15:08.107712
32334fdd-91e8-4308-a104-bd3291119b05,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.","Dashen SuperApp is the worst app for me because it consistently fails during transfers. When I try to send money, the transaction freezes for extended periods—sometimes a full day, and often two or three days or more. Crucially, the funds are neither delivered to the recipient nor immediately refunded to my account, which is incredibly frustrating and makes me feel like I've lost my money. The app urgently needs a technical update to ensure transactions process smoothly and reliably.",2025-10-14T15:08:03,,,,8,google_play,2025-11-30T16:15:08.107712
c68cdc01-a66b-40fe-a6b7-cbb1487156f4,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.","The design is clean and modern, and everything works smoothly without bugs. I love how reliable the app is it makes banking so convenient.",2025-10-28T14:46:47,1.7.4,,,20,google_play,2025-11-30T16:15:08.107712
2d3661c7-4b35-4a79-9428-5db3ad5109c7,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.","The best UI banking app from all those I used, other Ethiopian banks I used have a really old UI. This is very neat and easy to use. Also so reliable.",2025-09-26T13:30:17,1.7.4,,,262,google_play,2025-11-30T16:15:08.107712
90d2468b-101a-4006-ae49-d07185b49594,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.","Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",2025-10-28T13:34:16,1.7.4,,,8,google_play,2025-11-30T16:15:08.107712
29976e59-78c6-40e6-bc2a-6ba6e9959a09,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience","I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",2025-10-28T13:04:15,1.7.4,,,3,google_play,2025-11-30T16:15:08.107712
6cbe56f6-0aff-4ee7-a7fe-2c1ccf6244e4,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,It’s impressive how consistently the app is improving. I’ve been using it for months and they have improved a lot in terms of not only beauty but also performance wise.,2025-10-28T13:50:27,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
8ffcaec9-4351-4cc7-973c-1d86365894f0,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app","i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",2025-11-04T13:35:15,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
be6dc291-6fb0-427b-8553-d735553e3313,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.","A true banking super app! The Dashen Super App combines great design, security, and an impressive range of features. Highly recommended for anyone looking for a complete digital banking experience.",2025-10-28T14:44:46,1.7.4,,,2,google_play,2025-11-30T16:15:08.107712
4405edcc-29c2-4606-9119-32fd60425503,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,App is passive when compare to Amole it takes 3-5 seconds to open and i cannot refresh transactions what i did.,2025-10-03T18:22:10,1.7.4,,,6,google_play,2025-11-30T16:15:08.107712
db4710e2-0fb3-459c-a3a5-69445d4cb270,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.","This app makes my day-to-day payments so easy. Everything works perfectly, and it saves me a lot of time.",2025-10-28T14:10:13,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
ddeb6fa8-f5c7-46d1-b75d-914ce9f0c460,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌","I’ve been using the the App, and it’s been working really well for my daily transactions. Good work 👌",2025-10-28T13:28:36,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
a71c88cf-7021-4ba7-b000-46587677601f,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,2025-09-08T11:55:17,1.6.0,,,10,google_play,2025-11-30T16:15:08.107712
3677b2d7-95ab-4c95-87af-ef1d3edb674e,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,I have been using this app for months and its easy to use and is user friendly thanks Dashen bank.,2025-10-28T13:36:56,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
35ecd30c-9d1c-40c7-90c0-592d9ea5d0bd,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"All in One Super App with smooth navigation, transaction and lifestyle services","All in One Super App with smooth navigation, transaction and lifestyle services",2025-11-14T11:30:57,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
fec786b2-90d3-454d-a63e-bf53bf71c2a6,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.","This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",2025-11-11T15:57:21,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
7bf9a8a8-2718-4a3b-85f0-3ac3b628ec84,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,2025-11-05T07:51:46,1.8.1,,,4,google_play,2025-11-30T16:15:08.107712
cb7e6779-3210-43c2-914c-4c80ba6e9aac,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,3,"The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.","The app has potential, but the QR payment feature is disappointing. The scanner doesn’t work, and even though there’s an option to select a QR code from the gallery, it doesn’t function either. This makes paying with QR codes almost impossible. Fixing this would really improve the app.",2025-09-04T12:17:54,1.5.8,,,34,google_play,2025-11-30T16:15:08.107712
b8b11ccd-acac-419e-8ffc-16c86972ffd9,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,I have had an amazing experience with this app;ot os convenient and easy to use,I have had an amazing experience with this app;ot os convenient and easy to use,2025-11-14T11:37:45,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
3a8dbeb7-0952-43ec-847e-bd418d51548e,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.","Wow, I really loved the new UI/UX! Great job, Dashen Bank! You guys are the best mobile banking in Ethiopia.",2025-09-25T08:18:21,1.7.2,,,71,google_play,2025-11-30T16:15:08.107712
3630822b-a561-49cd-ba3e-689548d61e5d,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,Dashin mobile banking is become worest app like others Ethiopian bank apps. Amole was the best app ever I used. It was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,2025-09-05T04:44:53,1.5.5,,,18,google_play,2025-11-30T16:15:08.107712
ae6c7ac5-400e-4bc5-ab19-713020fd9797,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***","""super Idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.Never works fastly. 3.It needs multiple click. 4. Doesn't notify if received money & many many more *** The worst mobile app ever expanded***",2025-09-01T16:18:19,1.5.8,,,89,google_play,2025-11-30T16:15:08.107712
9f1611c8-4469-40f3-9b6e-2736c5c13f4e,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!","​I appreciate that this app allowed me to access multiple services in one centralized place. Thank you, Dashen Bank!",2025-10-28T14:11:32,1.7.4,,,0,google_play,2025-11-30T16:15:08.107712
87355423-1404-4beb-b08d-7cad5d4b4f08,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,2,"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.","I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2025-04-09T20:49:23,1.0.14,,,64,google_play,2025-11-30T16:15:08.107712
dc9bba76-9134-4fd4-927e-3a0480628f7b,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.","Great app, unfortunately I struggle to use it from outside Ethiopia. It tells me ""VPN enabled please disable VPN to continue using the app"". And that's happening without any VPN enabled. I think I will need to switch back to CBE because I need access to my bank account globally.",2025-08-15T08:09:12,1.5.5,,,487,google_play,2025-11-30T16:15:08.107712
9dd2a5b8-d258-4f07-b8ef-c95c4d1e3a23,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,Astonishing interface with ease of access and complete performance,Astonishing interface with ease of access and complete performance,2025-10-28T13:10:53,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
e687285e-63ca-4319-bd69-a8a7f1029943,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"Updates every time 🥲, when it's updated, it doesn't work at all. 😭","Updates every time 🥲, when it's updated, it doesn't work at all. 😭",2025-09-26T18:53:04,1.7.4,,,8,google_play,2025-11-30T16:15:08.107712
86b26648-6711-4439-a44d-55e9aa090353,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Amazing UI and UX, the dark mode looks absolutely awesome!","Amazing UI and UX, the dark mode looks absolutely awesome!",2025-10-28T13:16:03,1.7.4,,,3,google_play,2025-11-30T16:15:08.107712
0d789c56-bdf8-489e-8f96-c6508734fade,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,This is one of the most user friendly and impressive apps I have encountered in the banking sector,This is one of the most user friendly and impressive apps I have encountered in the banking sector,2025-10-28T13:19:14,1.7.4,,,0,google_play,2025-11-30T16:15:08.107712
dc8432b9-7fd6-4ada-9ca6-b632467fcf15,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,3,"It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.","It was easy enough before. but now it won't even open , why? pls help if possible. The email address you provided under the App support also can't be found by Gmail. pls respond.",2025-08-14T19:00:15,1.5.5,,,31,google_play,2025-11-30T16:15:08.107712
ba74c62f-ad24-42ab-bbdf-b56a765ba124,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,2025-11-04T14:07:00,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
8fcb61bb-c476-4963-9ce7-8520c21fdb32,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,2,I really appreciate but we can't use it if don't have balance or data access,I really appreciate but we can't use it if don't have balance or data access,2025-10-01T10:07:29,1.7.4,,,5,google_play,2025-11-30T16:15:08.107712
54ec2a20-6d4c-4934-8f43-95bcbfc419ae,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,The worst app ever. Extremely unreliable. Such a shame for a big bank.,The worst app ever. Extremely unreliable. Such a shame for a big bank.,2025-10-31T17:59:12,1.7.4,,,0,google_play,2025-11-30T16:15:08.107712
b2962d2d-86b8-43a5-ab14-d9d37ad03165,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!","Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",2025-05-26T18:16:29,1.0.16,,,1108,google_play,2025-11-30T16:15:08.107712
98f164eb-f69b-4bd7-ad2d-defcfa2249a1,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,2,I can't open virtual account.I have been trying it for about 3 days still no resolve.,I can't open virtual account.I have been trying it for about 3 days still no resolve.,2025-10-04T16:47:57,1.7.4,,,2,google_play,2025-11-30T16:15:08.107712
1ee92e14-11e6-4db1-8a6c-a627e42c2089,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,"The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.","The app has evolved impressively over time. The latest release adds dark and light modes that enhance usability and design. It’s intuitive, modern, and clearly built with the user in mind — setting a new benchmark for digital banking.",2025-10-28T13:40:52,1.7.4,,,1,google_play,2025-11-30T16:15:08.107712
80a217d4-a389-40ab-bd17-b6c164c76aaa,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"not attractive and friendly app. Check Awash, CBE apps","not attractive and friendly app. Check Awash, CBE apps",2025-11-06T12:19:27,1.8.1,,,1,google_play,2025-11-30T16:15:08.107712
8cd152ac-79ad-4248-8a85-574943011aa6,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,I love the new dark theme it gives the app modern feel n make it more comfortable to use,I love the new dark theme it gives the app modern feel n make it more comfortable to use,2025-10-28T13:21:30,1.7.4,,,2,google_play,2025-11-30T16:15:08.107712
d41dd3e3-b09b-4d1f-a5a2-0caa9f430e37,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,2,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,2025-08-21T09:16:41,1.5.5,,,14,google_play,2025-11-30T16:15:08.107712
b2fb954d-1f3b-4b0b-9ab2-7a6da576cf26,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,5,with the super app evry thing i need is just a tap away,with the super app evry thing i need is just a tap away,2025-11-17T06:39:31,1.8.1,,,0,google_play,2025-11-30T16:15:08.107712
59e75889-3000-449d-99f0-8ce02c493466,Dashen,Dashen Bank Mobile,com.dashen.dashensuperapp,1,"I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa","I am very disappointed with the Dashin Bank Super App. The app does not allow me to withdraw 50 birr or can't transfer money and even I can't use it to buy airtime. This makes me feel like my 50 birr is no longer my money, but the bank’s money, since I cannot access or use it freely. According to the National Bank of Ethiopia (NBE), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. Dashin Bank’s restriction goes beyond this rule and unfa",2025-09-06T20:39:00,,,,1,google_play,2025-11-30T16:15:08.107712
