review_id,review,sentiment_label,sentiment_score,themes,bank
2c2a42d8-dad4-4935-bc1b-e5960c9a6e33,ዳጊ,neutral,0.0,['Other'],CBE
83111490-271d-4491-9b82-8d8ddf3afb26,absolutely right,neutral,0.0,['Other'],CBE
f2bad133-c6ea-4fd5-bc97-1e3fbba1c2c9,good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
6e1b6127-57b8-44a9-ab08-cdf7e0782c7d,mid application it's so annoying,negative,-0.541,['UI/UX & Features'],CBE
d4184dff-ee60-4895-846f-13872d75735a,I used morethan one year,neutral,0.0,['UI/UX & Features'],CBE
807ff291-9236-45ca-8c37-3028ef08f388,no word can explane about this app it is nice 👍👍👍👍👍,positive,0.1531,['UI/UX & Features'],CBE
afc51143-03ed-4129-b47b-fd1eaad21b07,"It's great app,I love this app",positive,0.8519,"['UI/UX & Features', 'Overall Feedback']",CBE
ad11fbc9-52cc-48f3-adc4-d348a5194089,Nice,positive,0.4215,['UI/UX & Features'],CBE
942e6ee2-44c6-45f8-b978-01e9b62d001f,suckkkks,neutral,0.0,['Other'],CBE
9b9850c0-7914-49c8-a51c-7265775accfe,not allowing to transfer and showing current statement updates.,neutral,0.0,['Transactions & Performance'],CBE
9094dfc5-ed8d-4ab9-8605-0f5681a5ee8e,I love you this app,positive,0.6369,"['UI/UX & Features', 'Overall Feedback']",CBE
3c30aa12-7f92-49c8-8986-69ed8b81f79f,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",positive,0.7003,"['Account & Access Issues', 'UI/UX & Features', 'Customer Support', 'Overall Feedback']",CBE
48d2b2a8-40ea-47bc-b524-322d0d7bf7e4,make life easy,positive,0.4404,['UI/UX & Features'],CBE
b9b4ccbb-9d0b-4d61-b7b5-90f5d83b3838,securr,neutral,0.0,['Other'],CBE
b81fb6db-71c3-4009-9324-fe187120823c,My most optional bank,neutral,0.0,['Account & Access Issues'],CBE
370d336c-0c66-4ea8-a043-d044d4560101,5 star,neutral,0.0,['Other'],CBE
9b4043ef-a80d-4e57-bbad-1b2784dc4c45,it is fantastic app.,positive,0.5574,['UI/UX & Features'],CBE
c384e116-009b-4ff7-85fc-5d0f10f68cda,excellent,positive,0.5719,['Overall Feedback'],CBE
3f06e0e7-cb06-42f1-b61c-2bd59d7713af,sifen,neutral,0.0,['Other'],CBE
4f5a3389-5bda-4229-a5d3-4b749fc05764,i like this√,positive,0.3612,['Other'],CBE
58bd2807-7583-4142-bd14-75e98e1dcda3,Ok,positive,0.296,['Other'],CBE
7a9182e8-718b-4529-a7f3-aadaf46f1493,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,negative,-0.3818,['UI/UX & Features'],CBE
a9d5aab4-636f-4392-8bc6-ccad890de66e,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",negative,-0.8466,"['Account & Access Issues', 'UI/UX & Features', 'Customer Support']",CBE
a18b512c-7431-4903-9cc3-1002cf449cff,Like,positive,0.3612,['Other'],CBE
7bdc58ea-d854-4b9c-9748-642bada48ecd,Nice and very useful app i like it!,positive,0.831,['UI/UX & Features'],CBE
dde272da-1847-40d2-98c4-dcb5e19e7eac,good,positive,0.4404,['Overall Feedback'],CBE
96f98a42-ec49-4dbf-b37d-216f6770a700,Good,positive,0.4404,['Overall Feedback'],CBE
490c7067-5296-4df0-902e-67a6707a1506,Good,positive,0.4404,['Overall Feedback'],CBE
1315ef77-540f-4b87-9b6a-7868f1a343e0,smart app,positive,0.4019,['UI/UX & Features'],CBE
82c43412-9579-4b3c-b17e-702aef388e16,good App,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
34d6492b-f6e7-42ed-851a-348ab215c36a,sync problem may 22 2025 but the date stack on may 8 2025 help pls,positive,0.4854,['Transactions & Performance'],CBE
cd12a5ee-2573-44e9-81ea-de8118bb8fa2,ok,positive,0.296,['Other'],CBE
b4a45bdc-60cc-4355-92f7-9291f8c59ee5,cbe is my choice,neutral,0.0,['Other'],CBE
f7a289b4-7031-4d28-abb6-8b292f52241e,Awesome,positive,0.6249,['Other'],CBE
60963970-3671-488b-8810-3b3edaddf571,I am not able to transfer. The app is not responding,neutral,0.0,"['Transactions & Performance', 'UI/UX & Features']",CBE
e9c4773a-03ec-4623-9c97-32370e43cc66,Very convenient App,neutral,0.0,['UI/UX & Features'],CBE
8b783bea-df08-43e8-915f-c459fb841a11,excellent but sometimes can not connect,positive,0.3291,"['Transactions & Performance', 'Overall Feedback']",CBE
5623e102-0f25-4444-96f2-9e4f96e6994b,good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
8c0c3699-3b4d-4b4c-bf9b-cf6f34d7e617,wow apk,positive,0.5859,['Overall Feedback'],CBE
95c51b5c-93b3-40dc-b10d-7ea07b503570,best 100 %,positive,0.6369,['Other'],CBE
57e7e490-7e00-49b4-85ce-02df5c180255,bad app,negative,-0.5423,"['UI/UX & Features', 'Overall Feedback']",CBE
511966b6-2575-4189-b96d-62b0af2bb5ba,best app,positive,0.6369,['UI/UX & Features'],CBE
4a33e0ac-be2f-4da7-a573-5b66581b15d9,wow,positive,0.5859,['Overall Feedback'],CBE
6cc81f72-bf2d-4406-bd58-d2b16058b713,nice app,positive,0.4215,['UI/UX & Features'],CBE
19466a41-ca52-4cb0-a343-a6db9296cef7,bad app,negative,-0.5423,"['UI/UX & Features', 'Overall Feedback']",CBE
6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,positive,0.6355,['UI/UX & Features'],CBE
ef00529e-94ab-4df9-a7e0-2bee0d213f49,I can't access it properly I think it needs update,neutral,0.0,['Other'],CBE
906a1d95-30d1-47ca-bbe9-8fb33460c535,👌👌,positive,0.9055,['Other'],CBE
e9425647-f1d3-4f35-87e5-e8984ba5cce4,best 👌,positive,0.8842,['Other'],CBE
8a6f01b8-04dd-4c38-9148-1e46f828cc3d,good,positive,0.4404,['Overall Feedback'],CBE
f23eb6ac-a9fb-4df1-95c3-9441fb34d0dd,not Refresh,neutral,0.0,['Other'],CBE
22a15e60-01d4-4c7d-8405-fc4daf00de55,your statement is not used as wanted,neutral,0.0,['UI/UX & Features'],CBE
3f27b2bb-4631-41e2-acb5-beaab2285532,good very good,positive,0.7264,['Overall Feedback'],CBE
e83b2d32-a305-4408-9c87-40f05b650185,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,negative,-0.4939,"['Transactions & Performance', 'UI/UX & Features']",CBE
a39b1093-9058-4d1e-a200-7347cb946677,good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
fb2f9d25-5520-48c5-9c21-88e7523bfb61,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,positive,0.9251,['Other'],CBE
be813f1d-5060-452f-be52-f2b39fceff63,Good !,positive,0.4926,['Overall Feedback'],CBE
65e917f9-f327-427f-bc75-a7ec2ec45687,i like it,positive,0.3612,['Other'],CBE
3f4797ed-7cfa-494f-b83d-3ac99d0d8416,Very nice app,positive,0.4754,['UI/UX & Features'],CBE
e12a96bf-137e-4fcb-9b10-5933a6b8dedd,the app is not functional this week.,neutral,0.0,['UI/UX & Features'],CBE
a2e6c530-2dc1-4b30-b1f7-3530676a59a3,good,positive,0.4404,['Overall Feedback'],CBE
631f58bb-d098-4fe1-8fe5-a3abc2dd6407,very updated bank,neutral,0.0,['Other'],CBE
d1284a04-7811-4902-a678-d9d14aece75f,tankyu,neutral,0.0,['Other'],CBE
3ee7c37d-fd2c-4ddc-892b-98efdc690700,nice,positive,0.4215,['UI/UX & Features'],CBE
1851fb0d-c940-4c97-a338-7b1a9a8ef553,Numbers 2 and 3 don't write during pin verification.,neutral,0.0,['Other'],CBE
b6fa2156-34bf-44c3-a426-99521f790a04,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",neutral,0.0258,"['UI/UX & Features', 'Customer Support']",CBE
b5a68eed-026c-4f6f-aba9-9a7490d9466f,loved it,positive,0.5994,['Overall Feedback'],CBE
468dd43c-8489-4032-8356-b0f924ed9177,Ok,positive,0.296,['Other'],CBE
2446e1d4-37e7-4e7f-b182-bb862c9ac26c,this app is not working on my phone,neutral,0.0,['UI/UX & Features'],CBE
398ac276-dd9c-4eb7-8edb-0ce30a96ab22,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,neutral,-0.0423,"['Transactions & Performance', 'Overall Feedback']",CBE
ee4d489f-04f2-428c-80bf-e795c79582fe,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",positive,0.5678,"['Account & Access Issues', 'Customer Support']",CBE
ad025898-2642-44d9-81ea-916fde8f4a44,nice,positive,0.4215,['UI/UX & Features'],CBE
b2ebcf25-b1be-471a-8160-4d07c97a9d87,wow 😘😘😘,positive,0.9042,['Overall Feedback'],CBE
dabc6ff9-8f83-422b-add0-463dcdfa4dba,mobile banking broblem,neutral,0.0,['UI/UX & Features'],CBE
182fcbaf-4ada-4f02-9f46-5c9b795e9c92,good job,positive,0.4404,['Overall Feedback'],CBE
b5eb945c-5712-48fa-9de9-b1817c6fa1b8,good,positive,0.4404,['Overall Feedback'],CBE
f4d2d316-2fb6-4e53-b3e0-90ccc05938f5,it is a good and clear apps to use,positive,0.6705,"['UI/UX & Features', 'Overall Feedback']",CBE
7b443606-b668-42f2-8916-498cededfbce,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,neutral,0.0,['Other'],CBE
a6910eb7-f2dc-4cdb-badc-65becc5513f1,I love this app b/c every option in the app very clear and supportive.,positive,0.861,"['Account & Access Issues', 'UI/UX & Features', 'Overall Feedback']",CBE
0ed12f63-db54-423b-b9f8-093754cf0d05,niiceh,neutral,0.0,['Other'],CBE
1702ee84-35c4-40fe-9971-9870d47d21f8,the app is good but their is no dark mode you have to add it,negative,-0.2144,"['UI/UX & Features', 'Overall Feedback']",CBE
e247be88-2156-4a00-acbf-804197e60345,🤮,neutral,0.0,['Other'],CBE
e90e8464-1394-4ff6-a978-4868c10d4d2a,abdulakim abrahim elemoo,neutral,0.0,['Other'],CBE
3910dba1-f9d9-4ed9-831f-ed8c179dbfe1,good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
e7f8cad9-e352-4406-8ff1-799a8cdee3ef,strong,positive,0.5106,['Other'],CBE
7390e5aa-2f26-4ef8-aaec-ad6c80e8fc8e,good,positive,0.4404,['Overall Feedback'],CBE
ee043207-5d2f-45ce-9f03-06d35d585e8b,best,positive,0.6369,['Other'],CBE
c3145a5d-590e-4a19-912a-5dd5a269933b,Abebaw Zenebe,neutral,0.0,['Other'],CBE
8733a99d-1c50-4428-a170-6d4c3b2e18d3,good I love it keep it up but if we had a new update that will be fire Soo good,positive,0.6486,['Overall Feedback'],CBE
a47dd458-e3b5-4df5-b205-e9b3499a11cb,good,positive,0.4404,['Overall Feedback'],CBE
b228fe65-8247-46e0-9f6f-dfc4d8ca189b,Cbe,neutral,0.0,['Other'],CBE
ef880514-7bf7-4b43-8dd1-0ca8f32d2012,Active and granted system,positive,0.5719,['Other'],CBE
575075bc-9c06-41d4-901f-cda4028e0dc7,fast app,neutral,0.0,['UI/UX & Features'],CBE
3a4607e5-2215-468f-afd4-75723ef0e40a,cool 😎,positive,0.6486,['Other'],CBE
49288360-34e9-43f0-be9c-c2480f4dc9ac,Galaxy A10s,neutral,0.0,['Other'],CBE
4553e023-8faa-4e78-a30f-8dcdca419ec5,the best apps,positive,0.6369,['UI/UX & Features'],CBE
4422aa17-0e87-4a90-8388-5065e2b37503,arif app new,neutral,0.0,['UI/UX & Features'],CBE
a0070771-ae98-4f0c-8846-090f2357281f,laga Bari biranch,neutral,0.0,['Other'],CBE
aa72dc89-a2ff-43be-959d-7b5ea22fdc3b,ነነሠነሠሠነሠሠሠሠነየነ,neutral,0.0,['Other'],CBE
5c031dab-9c2f-4e80-ba06-5e49ae4a9821,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,positive,0.6597,['Transactions & Performance'],CBE
01989925-f978-4d2c-91c6-ebd374cd2a1a,Attractive,positive,0.4404,['Other'],CBE
ef786a30-7bc0-4a73-a7df-a3a545c7f665,mite,neutral,0.0,['Other'],CBE
b3efa927-2c89-48de-8292-19e0e6a68ec3,useful,positive,0.4404,['UI/UX & Features'],CBE
d95fd5b5-8b53-445a-9e31-d79f60aa65d5,nice,positive,0.4215,['UI/UX & Features'],CBE
8de78143-c7c6-4f2a-95dc-a7cfde43d506,"not good, not bad!",negative,-0.6208,['Overall Feedback'],CBE
5f41b0ec-1dd2-4ca7-b339-02827ac8666e,very good,positive,0.4927,['Overall Feedback'],CBE
3324d177-625e-4dad-9dc7-967ca38dcbd6,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,neutral,0.0,['Other'],CBE
56c5835a-b561-4f8c-ab37-6330ca97faea,good job,positive,0.4404,['Overall Feedback'],CBE
b72300fc-ef3d-4145-9bb6-47ce6183506c,imp,neutral,0.0,['Other'],CBE
3dc9000e-9725-4423-9a14-6cbb88462843,super fast app,positive,0.5994,['UI/UX & Features'],CBE
c5821075-ea3f-4428-ae01-f95e8367dc70,good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
b1bb3882-599d-4cf4-96bc-8835454ff207,useful,positive,0.4404,['UI/UX & Features'],CBE
67398692-d12e-4229-9f88-67f25f1a7336,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",positive,0.6896,"['Account & Access Issues', 'Transactions & Performance', 'UI/UX & Features', 'Customer Support', 'Overall Feedback']",CBE
3ec71abd-b47c-4863-8964-50e6b4906b18,cbe,neutral,0.0,['Other'],CBE
2cc116ae-e341-4066-bfb9-f430f1535601,"it says ""ti is work any more in your device"" what can i do??",neutral,0.0,['Other'],CBE
ac209bf8-4257-405d-877e-aa90875c00a7,blah blah blah,negative,-0.296,['Other'],CBE
703f1558-8575-4a75-be24-11d43573ba4c,good,positive,0.4404,['Overall Feedback'],CBE
b435b168-3114-40a6-bd59-70ffd3163eb5,bad ግዴታ መሆንሁ,negative,-0.5423,['Overall Feedback'],CBE
4fe8694d-eb8f-4959-b2e8-f4501b5b961f,best,positive,0.6369,['Other'],CBE
c50f1ce4-5aad-46a1-8e43-eb2ac3ea39fd,CBE no.1,neutral,0.0,['Other'],CBE
4d5e0051-01e0-40d6-b338-8de3c99bb424,good,positive,0.4404,['Overall Feedback'],CBE
3941e3dd-e3b1-4d8b-93cd-816ce3e3b0b4,good,positive,0.4404,['Overall Feedback'],CBE
d38d8b3c-ea51-4a79-8300-450d0270fb3d,"it's not work correctly when it's needed sometimes, but it works sometimes though",neutral,0.0,['Transactions & Performance'],CBE
0d6f2b91-6c64-4226-9260-0a13a22ab3bd,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,positive,0.9152,"['Transactions & Performance', 'UI/UX & Features', 'Overall Feedback']",CBE
a83bb204-ff79-401f-afee-6490508d3d3a,gooof,neutral,0.0,['Other'],CBE
b6b20563-1305-4c44-90f4-a5b726bc9c61,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",negative,-0.564,"['UI/UX & Features', 'Customer Support']",CBE
a25928af-597f-4962-98d3-a9bbff522dcb,Best app,positive,0.6369,['UI/UX & Features'],CBE
9a08e3e2-01d2-483b-8beb-691d875a45e9,best,positive,0.6369,['Other'],CBE
a9c3fc33-c501-4013-8572-33b72111f679,still not perfect like before,negative,-0.6259,['Other'],CBE
93fb8392-2f3c-437e-aa58-3b0b34a99b01,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,negative,-0.9287,"['Account & Access Issues', 'UI/UX & Features']",CBE
598f9bab-e0ec-49fe-b694-aeba6a24b04a,APPLIED,neutral,0.0,['UI/UX & Features'],CBE
349736cb-a766-4978-8add-8c915a05be3a,10 years ago,neutral,0.0,['Other'],CBE
426a91e8-fb8b-446e-a47a-32d4c74003fb,Asefa Obsa,neutral,0.0,['Other'],CBE
ef72e904-1f23-4477-82da-f84bda533d9a,best app,positive,0.6369,['UI/UX & Features'],CBE
21d5cd5a-a147-4925-905d-5e90558b103e,it's good app,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
2915c398-4205-4f4e-ae06-3e25d24b089b,very slow,neutral,0.0,['Transactions & Performance'],CBE
cecede31-b593-4107-a76b-54a40476f863,berhan deriba wami,neutral,0.0,['Other'],CBE
0a77398d-ebbd-43f8-a928-1de26be137d5,good,positive,0.4404,['Overall Feedback'],CBE
95c8c18c-f4aa-456a-87d7-4a71e40ebf3c,mahamad Usman,neutral,0.0,['Other'],CBE
1b751e18-ceb3-44fd-8659-acb07aab10b9,Erako,neutral,0.0,['Other'],CBE
b971a966-2cd3-4930-8c49-5ab274055da0,🔥🔥🔥🔥🔥,negative,-0.875,['Other'],CBE
f4dcd64a-ea98-4983-94de-cca8b9edc4d1,opne,neutral,0.0,['Other'],CBE
19d9e046-0f7a-457c-9cff-1ef73b1f7d13,mehommd nuri,neutral,0.0,['Other'],CBE
4bd8a096-f82b-40f3-a828-b096eb830a97,Best,positive,0.6369,['Other'],CBE
62ca961e-d859-4ede-ac8d-8baab9f8af87,good,positive,0.4404,['Overall Feedback'],CBE
9a3f4238-e04d-480b-861b-6fe0135ac487,providing very secure service.,positive,0.4005,['Customer Support'],CBE
e1c41e8d-925e-450d-ab6b-ce7e90b6469d,good,positive,0.4404,['Overall Feedback'],CBE
d7494a76-5d42-4cca-89e1-5df4f3989e47,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,neutral,0.0,['Other'],CBE
4417d4f9-9549-4866-a7e9-73568a196f66,ዳር ኑሮ ላለው ኣፍሪቻን ው,neutral,0.0,['Other'],CBE
23c7bd6b-c237-4581-92c8-15fcf14cbf16,RIYAD Mohammed Abaoli 92 527 2567,neutral,0.0,['Other'],CBE
cf44dcab-2f7d-45a0-a1d5-9d9dd85121aa,it doesn't show bank statement and no options to see transactions for the past months.,negative,-0.296,"['Account & Access Issues', 'Transactions & Performance']",CBE
9af535dc-d362-49d3-8ece-90d66fd2f879,Mamma Husen,neutral,0.0,['UI/UX & Features'],CBE
54924bcd-4e5d-4b89-b3ba-31e6d7b19084,ok,positive,0.296,['Other'],CBE
4eedb003-2dca-4470-a9d0-c2b6c3ec41ea,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,positive,0.2263,"['Transactions & Performance', 'UI/UX & Features']",CBE
eccbcf2d-2f20-4200-913a-979fe6bc8a86,good,positive,0.4404,['Overall Feedback'],CBE
5a8105d2-37c0-4b90-b775-70929dbcd793,exceptional application from others bank,neutral,0.0,['UI/UX & Features'],CBE
9c02c8ba-3634-4363-b888-e60ce895ba7a,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",positive,0.8124,['UI/UX & Features'],CBE
0e751657-b2ec-43f8-92cb-c39991b58b72,good👍👍👍😊😊😊,positive,0.9633,['Overall Feedback'],CBE
defda1bc-55e3-47de-9962-0e3ca63aa416,really good app,positive,0.4927,"['UI/UX & Features', 'Overall Feedback']",CBE
8aa39394-5499-421c-b9a8-5f31d2890271,smart bank CBE,positive,0.4019,['Other'],CBE
5bdca892-8530-4730-aaae-f11feaa20925,Ali urgesa11,neutral,0.0,['Other'],CBE
8382e883-613c-4404-85ca-4d5179345d19,it's good,positive,0.4404,['Overall Feedback'],CBE
bffd6050-4f53-4ce4-90d4-614ddb4f2d59,Good apps,positive,0.4404,"['UI/UX & Features', 'Overall Feedback']",CBE
9a23c1f5-b873-4b23-99af-9e04bc6d82a0,good,positive,0.4404,['Overall Feedback'],CBE
a4f5a5bb-070d-46cd-a095-44307d215fb4,password በጣት አሻራ ቢኖረው መልካም ነበር,neutral,0.0,['Other'],CBE
d5e8cf6e-d5bc-4a04-960f-db0ba7e47c78,good,positive,0.4404,['Overall Feedback'],CBE
b9ce0e59-87ab-48e8-ba48-6774beac5430,best app i ever seen,positive,0.6369,['UI/UX & Features'],CBE
4048acf3-a39c-4fa6-9adc-dc9d550bac84,it's game changing in financial system,neutral,0.0,['Other'],CBE
5073e673-94ef-4146-ac02-8c91903f41ab,"z,MKT 20_._!8+⅓⅕😘r",neutral,0.0,['Other'],CBE
a5ce6f6b-2390-45f6-9551-205818e01125,will good updating,positive,0.4404,['Overall Feedback'],CBE
4c079db5-2c17-468e-979c-fc1d9173b7ea,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",negative,-0.2411,['Customer Support'],CBE
ad5ea4f1-47f8-4ae1-928c-6fece7daaed1,why removing screenshot feature why?,neutral,0.0,['UI/UX & Features'],CBE
e0d24942-f1ad-4b2d-9c1d-a3d0f26e7b1f,very good application! thank you all who participate!,positive,0.7608,"['UI/UX & Features', 'Customer Support', 'Overall Feedback']",CBE
c9e0e2f6-6903-4148-929a-97ae808a475d,application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,positive,0.908,"['UI/UX & Features', 'Overall Feedback']",CBE
cd04e8f2-6382-4154-9383-a9a68ccec318,user compatible app!,neutral,0.0,['UI/UX & Features'],CBE
8b466649-63ed-4f72-b0c0-132add6b6c95,"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",positive,0.8891,"['Transactions & Performance', 'UI/UX & Features']",CBE
0dce324c-a868-401d-bf8a-6155518ae7e3,what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,positive,0.8689,"['UI/UX & Features', 'Customer Support', 'Overall Feedback']",CBE
423879fa-3edc-4c9d-970c-8e6a19219b58,Our Commercial Bank of Ethiopia is Good !,positive,0.4926,['Overall Feedback'],CBE
58b90262-ad27-4cc2-9946-e40d18df5554,Asledin Ibsa,neutral,0.0,['Other'],CBE
8f877e47-8028-4984-b9d0-494fba9121dc,terrible when showing history of transaction it shows in disorganised way,negative,-0.4767,['Transactions & Performance'],CBE
5d1097c8-8574-4891-91b9-4dc246c5d8b8,my bank,neutral,0.0,['Other'],CBE
b39843d1-bef0-409a-81c6-e4635e0dec16,Data,neutral,0.0,['Other'],CBE
